objID,RA,DEC,PGC,HUBBLE,TYPE
1237651737900155043,170.10925,3.585611,PGC 34711,.SA.1*/,1.3
1237651737900220535,170.326074,3.66467,PGC 34788,.E.....,-5.0
1237651737900744748,171.53935,3.498153,PGC 35168,.SXS3*.,3.0
1237651737902121073,174.728884,3.580797,PGC 36093,PSBR3*.,3.0
1237651737904873504,180.954417,3.548222,PGC 38124,.LXR+*.,-1.0
1237651737906315311,184.288167,3.683056,PGC 39388,PSBS9..,8.7
1237651737906774224,185.259392,3.722139,PGC 39886,.SAS6*/,5.5
1237651737907167300,186.172125,3.7215,PGC 40414,,-99.0
1237651737907626002,187.245875,3.570583,PGC 41101,RSXS0..,0.0
1237651737907691635,187.413,3.612667,PGC 41196,.S?....,-99.0
1237651737907757147,187.550458,3.57775,PGC 41278,,-99.0
1237651737907757162,187.58625,3.740139,PGC 41307,.S..7..,7.0
1237651737908150344,188.48204,3.546159,PGC 41758,.I..9*.,10.0
1237651737908215915,188.572167,3.739056,PGC 41807,.I?....,-99.0
1237651737916866621,208.424663,3.377394,PGC 49373,.SB.4..,4.0
1237651737919881225,215.265333,3.271,PGC 51275,.E.3...,-5.0
1237651737919881228,215.233196,3.238006,PGC 51270,.LB*-$/,-3.0
1237651737920667712,217.138804,3.262003,PGC 51703,.S..3..,3.0
1237651737920798776,217.418292,3.233389,PGC 51787,.E.1...,-5.0
1237651737920798787,217.412592,3.2663,PGC 51785,.LXR+..,-1.0
1237651737920864299,217.504583,3.220556,PGC 51809,.SB.8..,8.0
1237651737922043984,220.247087,3.137075,PGC 52453,.S..0..,0.0
1237651737925189654,227.389833,3.05275,PGC 54111,.LBS0$/,-2.0
1237651752379613345,134.169471,0.37495,PGC 25128,.SAT8*.,8.0
1237651752381841533,139.208479,0.572708,PGC 26202,,-99.0
1237651752391999636,162.459375,1.204622,PGC 32429,,-99.0
1237651752393048124,164.774375,1.182056,PGC 33069,.SA.2..,2.0
1237651752393048151,164.824375,1.1535,PGC 33090,CE.....,-5.0
1237651752394293476,167.680768,1.227622,PGC 33942,.LA.0./,-2.0
1237651752396652727,173.043033,1.207123,PGC 35579,.S..7*/,7.0
1237651752399208620,178.903875,1.2371944,PGC 37444,.SBS6..,5.8
1237651752400126041,180.997854,1.410741,PGC 38142,.S..5P?,5.0
1237651752400584794,181.999979,1.395931,PGC 38513,.SA.3*.,3.0
1237651752401109046,183.217142,1.299691,PGC 38950,.L..../,-2.0
1237651752402223203,185.689,1.275361,PGC 40128,CIB.9..,10.0
1237651752402288702,185.955583,1.375111,PGC 40278,PSXS3?.,3.0
1237651752402288768,185.916042,1.32375,PGC 40256,.SAR3?/,3.0
1237651752402354296,186.047483,1.402936,PGC 40346,.LA.0..,-2.0
1237651752403927207,189.649667,1.402278,PGC 42255,.SB.6*/,6.4
1237651752404189289,190.298333,1.410278,PGC 42542,.SAR3?.,3.0
1237651752404385962,190.669667,1.345778,PGC 42709,.SAT5*.,5.4
1237651752405565444,193.338417,1.269092,PGC 43784,.SA.7$/,7.0
1237651752409956487,203.388125,1.306111,PGC 47750,.SB.6*.,6.0
1237651752410284099,204.218608,1.188203,PGC 48069,,-99.0
1237651752410284189,204.199777,1.153942,PGC 48059,,-99.0
1237651752414740768,214.337958,1.131225,PGC 51044,.S..6*.,6.0
1237651752415854747,216.834875,1.0258889,PGC 51612,.SBR3P.,3.0
1237651752415920197,217.0189167,1.0063333,PGC 51662,,-99.0
1237651752914255929,128.973137,0.707116,PGC 24156,PSAT2..,1.5
1237651752919040182,139.979935,0.945064,PGC 26385,,-99.0
1237651752919040221,139.998756,0.930908,PGC 26392,,-99.0
1237651752919105558,140.00905,1.038292,PGC 26398,.E...*.,-4.7
1237651752919826624,141.686382,1.154195,PGC 26787,.S..2..,2.0
1237651752922316814,147.345492,1.145417,PGC 28240,.LX.0P?,-2.0
1237651752929919191,164.835641,1.598692,PGC 33091,.E.....,-5.0
1237651752932147354,169.872673,1.61948,PGC 34652,.E.....,-5.0
1237651752933589144,173.220313,1.813986,PGC 35642,.SAT5..,5.0
1237651752934506550,175.265007,1.725286,PGC 36248,.LA.0?.,-2.0
1237651752935227527,176.932042,1.826214,PGC 36800,.SBR3*.,3.3
1237651752935817222,178.181004,1.740764,PGC 37222,.SBT4P.,4.0
1237651752936996907,180.936021,1.695058,PGC 38120,.SXR1*.,1.0
1237651752937062404,181.024962,1.846978,PGC 38154,.LX.0*.,-2.0
1237651752937062499,181.158567,1.787717,PGC 38218,.LBR0..,-2.2
1237651752937062500,181.141796,1.801603,PGC 38213,.LBT0..,-1.5
1237651752937062600,181.040596,1.825956,PGC 38164,,-99.0
1237651752937062647,181.079167,1.848386,PGC 38184,.LA.0*.,-2.0
1237651752937193530,181.407158,1.828203,PGC 38305,.SBR0*.,0.0
1237651752939946241,187.765899,1.675697,PGC 41395,.IXS9P*,9.5
1237651752940011722,187.765899,1.675697,PGC 41395,.IXS9P*,9.5
1237651752940601405,189.260262,1.818898,PGC 42109,.LA.-*.,-3.0
1237651752940929072,189.959625,1.672639,PGC 42393,.SBS9*.,8.6
1237651752944205838,197.388054,1.673056,PGC 45632,.SBR3..,3.0
1237651752954822680,221.630153,1.274709,PGC 52752,.L.....,-2.0
1237651752956723228,226.029158,1.219917,PGC 53770,.E.3...,-5.0
1237651752957116521,226.997138,1.231728,PGC 54032,.S?....,-99.0
1237651753452110242,131.214817,1.155614,PGC 24573,.S..6*.,6.0
1237651753456304137,140.737225,1.434,PGC 26560,,-99.0
1237651753456304348,140.8279,1.583013,PGC 26589,,-99.0
1237651753458794560,146.515208,1.668333,PGC 28010,.SBS5*.,5.0
1237651753467773090,166.980583,2.01325,PGC 33716,.SBS5*.,5.0
1237651753470984209,174.295546,2.126694,PGC 35963,.SAS2*.,2.0
1237651753471246416,174.898092,2.047708,PGC 36149,.IX.9*.,10.0
1237651753473933392,181.157542,2.072611,PGC 38216,.LAR+..,-0.5
1237651753474064541,181.339805,2.086206,PGC 38281,,-99.0
1237651753474916473,183.420042,2.187694,PGC 39017,.SXR1?.,1.0
1237651753475571817,184.917958,2.080472,PGC 39697,.SB.4P/,4.0
1237651753475637317,184.917958,2.080472,PGC 39697,.SB.4P/,4.0
1237651753476292786,186.422227,2.158983,PGC 40563,.IBS9..,10.0
1237651753477210165,188.613042,2.187889,PGC 41823,.SXT4..,4.0
1237651753479307279,193.3715054,2.1683769,PGC 43798,.SAS1..,1.0
1237651753480028190,194.992154,2.049247,PGC 44685,.L?....,-99.0
1237651753482911768,201.582125,2.10075,PGC 47027,.SBS8..,8.0
1237651753484877875,206.107415,2.109847,PGC 48688,.E+..P.,-4.0
1237651753485467692,207.470132,2.079115,PGC 49078,,-99.0
1237651753486647426,210.190712,2.022036,PGC 49882,.S..6*/,5.5
1237651753489137712,215.862983,1.726297,PGC 51400,.SBS7..,6.5
1237651753491365964,220.984888,1.604172,PGC 52614,.L..0*/,-2.0
1237651753491431477,221.101871,1.679775,PGC 52641,.SXT3..,3.0
1237651753493266483,225.296917,1.701972,PGC 53643,.E.1+..,-5.0
1237651753493266487,225.338112,1.637069,PGC 53653,PS..2..,2.0
1237651753493725249,226.3645,1.634722,PGC 53865,.LXT0*.,-2.0
1237651753493790803,226.50325,1.633806,PGC 53901,.E...*.,-4.6
1237651753493856281,226.621667,1.594861,PGC 53930,CE.2+..,-6.0
1237651753493856284,226.622025,1.605622,PGC 53932,.E.0+..,-5.0
1237651753493921853,226.782033,1.544244,PGC 53979,.SBR3..,3.0
1237651753494315146,227.74375,1.4375,PGC 54171,.S..6*.,6.0
1237651753996386356,148.123642,2.154444,PGC 28452,.SXS3P*,2.8
1237651753998352555,152.616108,2.228219,PGC 29614,.SB.4..,4.0
1237651754005692664,169.448605,2.531346,PGC 34498,.L.....,-2.0
1237651754005954689,170.065,2.525278,PGC 34696,.IBS9..,9.5
1237651754006151366,170.441106,2.42073,PGC 34827,.SX.9?.,9.3
1237651754006872082,172.075833,2.652611,PGC 35307,.SA.4*.,4.0
1237651754007593088,173.770662,2.551303,PGC 35802,.SBS8..,7.5
1237651754008313972,175.467442,2.581986,PGC 36297,RSAS4..,4.0
1237651754010738712,180.91725,2.641211,PGC 38117,.SBR1*.,1.0
1237651754011000899,181.497742,2.498239,PGC 38359,.LA.0./,-2.0
1237651754011131985,181.904792,2.6905,PGC 38492,.SBT8..,8.0
1237651754012901399,185.8505671,2.6791225,PGC 40220,,-99.0
1237651754013294671,186.74375,2.494361,PGC 40775,.SBR4*.,4.0
1237651754013622380,187.557307,2.624708,PGC 41283,.IBS9..,10.0
1237651754013884451,188.152146,2.661523,PGC 41599,.S..7./,7.0
1237651754013884682,188.214,2.629722,PGC 41631,,-99.0
1237651754014081048,188.535417,2.653806,PGC 41789,.SXS4..,4.0
1237651754014081244,188.64575,2.568833,PGC 41840,,-99.0
1237651754014539821,189.647667,2.657417,PGC 42253,.LAR0*.,-2.0
1237651754014998590,190.707792,2.687778,PGC 42734,.E.0+..,-5.0
1237651754016309355,193.7128,2.654106,PGC 43969,.I..9P.,10.0
1237651754016309358,193.713333,2.640278,PGC 43971,.I..9P.,10.0
1237651754016964669,195.163042,2.501472,PGC 44797,.SBT5..,5.0
1237651754021290010,205.052383,2.480125,PGC 48358,.S..3P/,3.0
1237651754022600721,208.042004,2.325047,PGC 49248,.E...*.,-4.7
1237651754023321759,209.686088,2.456717,PGC 49758,.S..6*.,6.0
1237651754026664021,217.294379,2.287,PGC 51752,.S?....,-99.0
1237651754027909352,220.242987,2.186553,PGC 52456,.SBS7*.,6.8
1237651754030727203,226.645992,2.004819,PGC 53941,.L..+P/,-1.0
1237651754031120497,227.568958,1.934267,PGC 54134,.S..4*.,4.3
1237651754524869132,129.022125,1.894111,PGC 24166,PSXS1*.,1.3
1237651754530308180,141.445792,2.229056,PGC 26738,.P.....,99.0
1237651754535813276,153.98,2.6875,PGC 29969,.IB.9*.,10.0
1237651754541908172,167.891125,2.957611,PGC 34024,RLBR0..,-2.0
1237651754542432354,169.072083,2.888861,PGC 34379,.SXS4..,4.0
1237651754542563373,169.37925,3.032333,PGC 34481,PSBR1*.,1.0
1237651754542825556,170.070792,2.964167,PGC 34698,.L..../,-2.0
1237651754542956604,170.354125,3.013917,PGC 34802,.LBR+*/,-1.0
1237651754543546529,171.608758,2.932733,PGC 35185,.SXR4..,4.0
1237651754544463874,173.69269,2.920927,PGC 35779,.SBR3*.,3.0
1237651754545053750,175.080857,3.000615,PGC 36206,PSBR3*.,3.0
1237651754545643613,176.442321,3.029719,PGC 36671,.SB.6?/,5.5
1237651754546626619,178.71375,2.959244,PGC 37374,.SAS4P*,4.0
1237651754548461592,182.864458,2.926278,PGC 38822,.SAT9*.,9.3
1237651754549772467,185.923121,2.961204,PGC 40260,.S..3..,3.0
1237651754551083149,188.902388,3.034528,PGC 41958,.SB.0$/,0.0
1237651754551214291,189.175333,3.108389,PGC 42080,.S..8*.,8.0
1237651754551607353,190.095792,3.117722,PGC 42447,.L.....,-2.0
1237651754552131601,191.274875,3.055722,PGC 42970,.SBS0..,0.0
1237651754553245775,193.814725,2.896636,PGC 44017,.S?....,-99.0
1237651754555080971,198.035583,2.988306,PGC 45844,.S..8*.,8.0
1237651754555408521,198.775,3.045167,PGC 46089,.S..6*.,6.0
1237651754555474004,198.923958,2.879056,PGC 46138,.S..0..,0.0
1237651754556850306,202.067417,2.982667,PGC 47235,.S..7..,7.0
1237651754557636686,203.951038,2.998925,PGC 47953,.SB.1..,1.0
1237651754559537188,208.235666,2.8142,PGC 49310,.SBR3..,3.0
1237651755063967914,133.967917,2.524278,PGC 25081,.SBS7*.,7.0
1237651755068489816,144.437602,2.747354,PGC 27423,.E.....,-5.0
1237651755068489817,144.433917,2.760917,PGC 27422,.I?....,-99.0
1237651755069407393,146.467867,2.977804,PGC 27997,.SB.8..,8.0
1237651755071176759,150.52923,3.057606,PGC 29057,RSBR1..,1.0
1237651755072356388,153.171875,3.129356,PGC 29730,.L...*.,-2.0
1237651755077861422,165.810375,3.342306,PGC 33380,.L..0..,-2.0
1237651755078189138,166.542633,3.320668,PGC 33577,.LB.0P.,-2.0
1237651755078189139,166.520042,3.319463,PGC 33572,.E.....,-5.0
1237651755078647903,167.647658,3.267183,PGC 33910,.E.....,-5.0
1237651755078778904,167.87725,3.299778,PGC 34009,.L..0..,-2.0
1237651755078779015,167.869667,3.271528,PGC 34008,.L..0..,-2.0
1237651755080155191,171.101042,3.325,PGC 35041,.SBS9P.,9.0
1237651755080679543,172.231521,3.409075,PGC 35353,.SXS3..,3.0
1237651755081007109,172.921383,3.488025,PGC 35545,RLX.0?.,-1.5
1237651755081793661,174.861804,3.471133,PGC 36141,.SAS4..,4.0
1237651755084480570,180.954417,3.548222,PGC 38124,.LXR+*.,-1.0
1237651755086905381,186.493167,3.430278,PGC 40621,.S..6*.,6.0
1237651755087691787,188.229951,3.359798,PGC 41644,.I?....,-99.0
1237651755087757346,188.48204,3.546159,PGC 41758,.I..9*.,10.0
1237651755088806112,190.837542,3.420056,PGC 42799,.I?....,-99.0
1237651755089461280,192.298208,3.388722,PGC 43331,.SAS6..,6.0
1237651755091886197,197.846917,3.411444,PGC 45779,.SB.5P*,5.3
1237651755098767438,213.633623,3.190184,PGC 50873,.E?....,-99.0
1237651755098832905,213.713979,3.130903,PGC 50891,.E.....,-5.0
1237651755098833051,213.783439,3.112585,PGC 50909,.S..2..,2.0
1237651755100340434,217.266179,3.149019,PGC 51741,.S..6?.,6.0
1237651755100602434,217.863333,3.009083,PGC 51895,.L...?.,-2.0
1237651755101061333,218.951708,3.038364,PGC 52178,.I..9*.,10.0
1237651755101454404,219.767917,2.949167,PGC 52356,.I..9*.,10.0
1237651800158634355,146.03,-0.6582778,PGC 27875,.SB.9P?,9.3
1237651800161321169,152.1332917,-0.6668889,PGC 29496,.SBR4..,4.0
1237651800695701584,146.472625,-0.268278,PGC 27998,.L..+*.,-0.7
1237651800696422706,148.171958,-0.184056,PGC 28463,.S..8*.,8.0
1237651801769836610,147.422708,0.62125,PGC 28258,.SBS3P?,3.0
1237651801769836706,147.469112,0.618167,PGC 28272,.SXS5P*,5.0
1237651801770229831,148.33425,0.6977222,PGC 28498,.L..0*/,-2.0
1237651801772458121,153.469125,0.5509722,PGC 29824,.SXS5..,5.0
1237651802306445344,146.7729583,0.9644167,PGC 28101,.SBS9*.,9.3
1237651802306707466,147.345492,1.145417,PGC 28240,.LX.0P?,-2.0
1237651802307690671,149.65935,1.057975,PGC 28809,.S..6?.,6.0
1237651818952982643,233.269833,0.556306,PGC 55391,.S?....,-99.0
1237651818953965845,235.4980833,0.7128056,PGC 55821,.S..5*/,5.3
1237651821097779258,213.633623,3.190184,PGC 50873,.E?....,-99.0
1237651821097779392,213.713979,3.130903,PGC 50891,.E.....,-5.0
1237651821098434623,215.233196,3.238006,PGC 51270,.LB*-$/,-3.0
1237651821098500107,215.265333,3.271,PGC 51275,.E.3...,-5.0
1237651821099352200,217.266179,3.149019,PGC 51741,.S..6?.,6.0
1237651821099614262,217.863333,3.009083,PGC 51895,.L...?.,-2.0
1237651821100073091,218.951708,3.038364,PGC 52178,.I..9*.,10.0
1237651821100466217,219.767917,2.949167,PGC 52356,.I..9*.,10.0
1237651821103611933,226.948792,2.568583,PGC 54013,.LBS+./,-1.0
1237651821104201778,228.336696,2.513764,PGC 54340,PSXT3P.,3.0
1237651821107413053,235.642917,2.01428,PGC 55841,.LB....,-2.0
1237651821109510172,240.392,1.707833,PGC 56723,.SXR5*.,5.0
1237651821637206145,219.575479,3.410322,PGC 52317,.S?....,-99.0
1237651821637468456,220.178467,3.465344,PGC 52441,.L..-*.,-3.0
1237651821638844567,223.261904,3.296036,PGC 53176,.S?....,-99.0
1237651821640613953,227.389833,3.05275,PGC 54111,.LBS0$/,-2.0
1237651821644677178,236.568208,2.415472,PGC 55993,PS..1P?,1.0
1237651822170341645,211.066037,4.112041,PGC 50144,.L...?.,-2.0
1237651822172110961,215.083125,3.933583,PGC 51233,.SBR2..,2.0
1237651822172111200,215.133708,3.983222,PGC 51241,.SXT6*.,6.0
1237651822173552694,218.322975,3.903394,PGC 52011,.S..4..,4.0
1237651822175780904,223.426929,3.582489,PGC 53231,.SXT7..,7.0
1237651822175781046,223.489988,3.544458,PGC 53247,.SB.5$/,5.0
1237651822181548483,236.60175,2.844028,PGC 56001,.S..8*.,8.0
1237651822708457488,213.848833,4.408522,PGC 50931,.S?....,-99.0
1237651822710554689,218.663333,4.262778,PGC 52092,.I..9..,10.0
1237651822711603220,221.06139,4.218478,PGC 52628,.S?....,-99.0
1237651822712586281,223.312625,3.959722,PGC 53201,.LB....,-2.0
1237651822714028249,226.690833,3.772639,PGC 53951,.S..3..,3.0
1237651823245262906,213.801375,4.824139,PGC 50918,.S..6*.,6.0
1237651823246639198,216.825963,4.802831,PGC 51610,.SXT3..,3.0
1237651823246639293,216.873371,4.779686,PGC 51622,.S..4..,4.0
1237651823246639324,216.884896,4.821608,PGC 51624,.S?....,-99.0
1237651823249522870,223.563908,4.514258,PGC 53268,.S..3..,3.0
1237651823251357934,227.770621,4.293867,PGC 54188,.S..3*.,3.0
1237651823783313617,216.534958,5.237917,PGC 51537,.SB.4..,4.0
1237651823783444693,216.794975,5.132944,PGC 51604,.I..9..,10.0
1237651823789146116,229.756375,4.520417,PGC 54666,.E?....,-99.0
1237651823789539379,230.75375,4.529444,PGC 54909,.S..6*.,6.0
1237651823794061640,241.124591,3.815078,PGC 56947,.S?....,-99.0
1237651833986678823,170.94458,-1.1025,PGC 34996,.SXR4P.,3.7
1237651833986678872,171.035979,-1.157744,PGC 35016,.LXR0..,-2.0
1237651834520076340,163.02825,-0.5608056,PGC 32611,.S..0*.,0.0
1237651834520207551,163.3365,-0.6063889,PGC 32697,.S..8*.,8.0
1237651834521387141,166.1332917,-0.7305,PGC 33459,.L.....,-2.0
1237651835058192500,165.9557083,-0.2101667,PGC 33421,.S..2?.,2.0
1237651835059699834,169.38719,-0.187686,PGC 34486,.L..+*/,-1.0
1237651835595391059,166.6386458,0.2800222,PGC 33608,.LA.+?/,-1.0
1237651835596111971,168.2345,0.1653889,PGC 34132,PSBS5*.,5.0
1237651835596767369,169.734129,0.1761,PGC 34613,.SXT5*.,5.3
1237651836132524127,167.285,0.7073056,PGC 33803,PSBS3?.,3.0
1237651836133310640,169.038904,0.573531,PGC 34371,.SXT5*.,5.0
1237651836133834772,170.201812,0.580572,PGC 34742,RSXT2?.,2.0
1237651836133834857,170.248958,0.534222,PGC 34762,.L...P?,-2.0
1237651836134162464,171.0382917,0.7005556,PGC 35018,.S?....,-99.0
1237651836668346376,164.824375,1.1535,PGC 33090,CE.....,-5.0
1237651836669591826,167.728978,1.093073,PGC 33959,.I..9?.,10.0
1237651846866534593,190.937572,53.958891,PGC 42832,.I..9*.,10.0
1237651846866993182,192.818833,53.696306,PGC 43533,.S?....,-99.0
1237651846867910719,196.357583,53.59175,PGC 45277,.S?....,-99.0
1237651846867976288,196.516792,53.495333,PGC 45337,,-99.0
1237651847403601949,191.883708,54.374889,PGC 43173,.S.....,-99.0
1237651847940145203,190.717167,54.856,PGC 42740,.L?....,-99.0
1237651847940341872,191.382875,54.737611,PGC 42998,.SB.3*.,3.0
1237651847941390418,195.407583,54.390444,PGC 44913,.S..4..,4.0
1237651848477016144,190.67775,55.1455,PGC 42708,.SB.3*.,3.0
1237651848477016146,190.719375,55.145806,PGC 42725,.S?....,-99.0
1237651849552068646,196.116,55.604944,PGC 45196,.L..-*.,-3.0
1237651849552199683,196.518671,55.656046,PGC 45339,.SAR3..,3.0
1237651849552396399,197.444172,55.485835,PGC 45655,.L.....,-2.0
1237652598487646631,312.467604,-7.021811,PGC 65506,.S..5./,5.0
1237652598502654009,347.028542,-10.542639,PGC 70547,.SBS4P*,4.0
1237652599022879028,308.849083,-6.244639,PGC 65022,.S..5*/,5.0
1237652599027728504,319.929333,-7.553472,PGC 66559,.SBS8P.,8.0
1237652599040704524,349.718987,-10.25929,PGC 71028,.LX.-P*,-3.0
1237652599044505626,358.555833333333,-10.4191666666667,PGC 72804,,-99.0
1237652599579934830,355.34925,-9.898111,PGC 72122,PSBS5P*,5.0
1237652600097669270,311.3127083,-5.6227778,PGC 65310,.SXR3*.,3.0
1237652600097996968,312.056337,-5.794931,PGC 65420,.SB?...,-99.0
1237652600098390825,313.053212,-5.798344,PGC 65612,.S?....,-99.0
1237652600099504320,315.514817,-6.296867,PGC 65943,.SBT3..,3.0
1237652600102191232,321.677208,-6.994861,PGC 66766,.SBR2?.,2.3
1237652600102257002,321.741062,-7.021536,PGC 66774,.SXR5P?,5.0
1237652600112021581,344.212,-8.967528,PGC 70084,.SB.5P?,5.0
1237652600112021723,344.260958,-8.948694,PGC 70088,.S..5P/,5.0
1237652600116347119,354.2735,-9.598,PGC 71920,.IBS9..,10.0
1237652600633819230,309.752583,-4.972583,PGC 65132,.L..-..,-3.0
1237652600647057473,339.95625,-8.38972222222222,PGC 69438,.IBS9..,10.0
1237652600654004362,356.030917,-9.055306,PGC 72250,.SBS7..,7.0
1237652601177899199,326.164583333333,-6.69,PGC 67282,.S..6*/,6.0
1237652601186091035,345.065792,-8.178778,PGC 70232,.S..8*.,8.0
1237652601188122665,349.7699,-8.485097,PGC 71047,.SAS3..,3.0
1237652601190613099,355.469333,-8.648194,PGC 72147,.S..3*/,3.0
1237652611914596459,349.660087,-10.408175,PGC 71025,.S..3P/,3.0
1237652611914661934,349.693387,-10.399258,PGC 71021,.E...*.,-5.0
1237652612451008651,348.571583,-9.836194,PGC 70773,.SBS9*/,9.0
1237652612985913425,344.076167,-9.330472,PGC 70056,.SXS8..,8.0
1237652613520752808,339.33825,-8.461056,PGC 69339,.IBS9..,10.0
1237652613522849948,344.260958,-8.948694,PGC 70088,.S..5P/,5.0
1237652614061162593,347.591042,-8.688667,PGC 70607,.SBS5P/,5.0
1237652616205959330,26.368615,-10.093336,PGC  6450,.L..-..,-3.0
1237652617279176707,24.984142,-9.242397,PGC  6155,.LBR0?.,-2.0
1237652617814016004,20.302,-9.211222,PGC  4899,.LAR-P?,-3.0
1237652617816768567,26.6593,-8.678625,PGC  6504,.IBS9..,10.0
1237652628562116709,1.006333,-11.17425,PGC   282,.SBT5*.,5.0
1237652628562116710,1.002696,-11.177981,PGC   281,.S..1?.,1.0
1237652628564934771,7.53045,-11.113636,PGC  1841,RSBR1..,1.0
1237652628568145971,15.017212,-11.082614,PGC  3584,PSXR4..,4.0
1237652629094137903,349.693387,-10.399258,PGC 71021,.E...*.,-5.0
1237652629098922025,0.842592,-10.770622,PGC   219,.S?....,-99.0
1237652629098987525,0.883871,-10.744661,PGC   243,PLA.0*.,-2.0
1237652629102329860,8.667008,-10.766514,PGC  2076,.L..0P.,-2.0
1237652629630550129,348.571583,-9.836194,PGC 70773,.SBS9*/,9.0
1237652629637496847,4.712025,-10.376842,PGC  1224,.SBS3P?,3.0
1237652629637496854,4.708917,-10.361611,PGC  1221,.SBS5P.,4.5
1237652629641756741,14.629625,-10.156369,PGC  3496,.SBS9?/,9.0
1237652630176202862,9.0083,-9.888528,PGC  2151,.SBS5P*,5.0
1237652630177448087,11.948075,-9.899539,PGC  2805,.SB.7P/,6.7
1237652630177448144,11.943483,-9.835056,PGC  2800,PSB.3*.,3.0
1237652631250272265,9.751008,-9.014581,PGC  2332,.L...P/,-2.0
1237652631250272266,9.747667,-9.002694,PGC  2331,.SXT5*P,5.0
1237652899137912943,1.006333,-11.17425,PGC   282,.SBT5*.,5.0
1237652899137912944,1.002696,-11.177981,PGC   281,.S..1?.,1.0
1237652899140730990,7.53045,-11.113636,PGC  1841,RSBR1..,1.0
1237652899143942197,15.017212,-11.082614,PGC  3584,PSXR4..,4.0
1237652899149185133,27.1517,-10.326208,PGC  6637,.L..0*/,-2.0
1237652899149250613,27.295121,-10.426425,PGC  6671,.SXS2./,2.0
1237652899150889022,31.145183,-10.108478,PGC  7905,.SBS7*.,7.0
1237652899151413294,32.352887,-10.136254,PGC  8228,.SXR2*P,2.0
1237652899151413295,32.33699,-10.133418,PGC  8225,PS..1*P,1.0
1237652899151478791,32.410754,-10.146186,PGC  8250,.LAT0P*,-2.0
1237652899155017821,40.598125,-9.36225,PGC 10249,.SBS5*.,5.0
1237652899669934111,349.660087,-10.408175,PGC 71025,.S..3P/,3.0
1237652899669934141,349.693387,-10.399258,PGC 71021,.E...*.,-5.0
1237652899674718246,0.842592,-10.770622,PGC   219,.S?....,-99.0
1237652899674783749,0.883871,-10.744661,PGC   243,PLA.0*.,-2.0
1237652899678126084,8.667008,-10.766514,PGC  2076,.L..0P.,-2.0
1237652899685728309,26.368615,-10.093336,PGC  6450,.L..-..,-3.0
1237652899686121569,27.293187,-10.061217,PGC  6667,.SBS7..,6.7
1237652899686842475,28.963579,-9.966806,PGC  7210,.SBR5P.,4.5
1237652899687628869,30.759167,-9.655417,PGC  7806,.S..7?/,6.8
1237652899688349702,32.36785,-9.680325,PGC  8232,.SB.4?.,4.0
1237652899688415305,32.560171,-9.711035,PGC  8295,.SB.5P?,5.0
1237652899691954313,40.782667,-8.773917,PGC 10290,.SBT1..,1.0
1237652899692740755,42.574042,-8.597083,PGC 10766,.S..5./,5.0
1237652900213293065,4.712025,-10.376842,PGC  1224,.SBS3P?,3.0
1237652900213293067,4.708917,-10.361611,PGC  1221,.SBS5P.,4.5
1237652900217552965,14.629625,-10.156369,PGC  3496,.SBS9?/,9.0
1237652900223909957,29.376887,-9.462364,PGC  7366,.S..3*.,3.0
1237652900228562993,40.099875,-8.433542,PGC 10122,.SXT6..,6.0
1237652900228563110,40.158138,-8.53335,PGC 10140,.L..+?/,-1.0
1237652900228563111,40.14865,-8.547144,PGC 10137,.SB.3P/,3.4
1237652900231774379,47.412792,-7.846269,PGC 11813,.SBR6P.,6.0
1237652900235313160,55.542708,-6.765333,PGC 13600,PSXT0*.,0.0
1237652900236427318,58.052429,-6.348958,PGC 14004,.L..-..,-3.0
1237652900236755041,58.769792,-6.221353,PGC 14100,.SXT8*.,8.3
1237652900751999067,9.0083,-9.888528,PGC  2151,.SBS5P*,5.0
1237652900753244175,11.943483,-9.835056,PGC  2800,PSB.3*.,3.0
1237652900753244328,11.948075,-9.899539,PGC  2805,.SB.7P/,6.7
1237652900758880309,24.984142,-9.242397,PGC  6155,.LBR0?.,-2.0
1237652900760518692,28.73425,-9.010861,PGC  7118,.E+..*.,-3.7
1237652900760649836,29.0945,-9.061417,PGC  7262,.SBT3?.,3.4
1237652900761174034,30.202579,-9.002583,PGC  7632,RSAT3*.,3.0
1237652900765368342,39.871208,-8.132944,PGC 10065,.SAS5$.,5.0
1237652900765499433,40.136837,-8.147675,PGC 10132,.L..+*/,-0.5
1237652900766416944,42.289875,-7.837542,PGC 10673,.SBS9*/,8.7
1237652900767268885,44.268208,-7.685653,PGC 11148,.SBT7P?,7.0
1237652900772053131,55.179108,-6.415167,PGC 13535,.SXR6..,6.0
1237652901293719593,20.302,-9.211222,PGC  4899,.LAR-P?,-3.0
1237652901296537643,26.6593,-8.678625,PGC  6504,.IBS9..,10.0
1237652901302960155,41.499708,-7.578639,PGC 10464,.SAS5..,5.0
1237652901826068498,9.751008,-9.014581,PGC  2332,.L...P/,-2.0
1237652901826068499,9.747667,-9.002694,PGC  2331,.SXT5*P,5.0
1237652901834719251,29.717875,-8.166278,PGC  7485,.SBR5P.,4.6
1237652901843566646,50.040375,-6.261944,PGC 12466,.SBT3?.,3.0
1237652901845598266,54.637567,-5.467239,PGC 13421,.SXR6*/,6.0
1237652930809364859,309.727,-5.639917,PGC 65131,PS..1*.,1.0
1237652931883827897,311.421458,-4.950111,PGC 65328,PS..2..,2.0
