objID,RA,DEC,PGC,HUBBLE,TYPE
1237662271826362451,239.366254,30.059832,PGC 56479,.SAT4..,4.0
1237662271827804416,242.406333,28.051889,PGC 57322,,-99.0
1237662272901808197,243.509547,28.496873,PGC 57559,,-99.0
1237662272902005077,243.903958,28.158349,PGC 57639,.S?....,-99.0
1237662273437696059,241.667417,30.099083,PGC 57173,.S..1..,1.0
1237662273438154991,242.654042,29.513222,PGC 57377,.S..3..,3.0
1237662273438220598,242.860208,29.353,PGC 57424,.S..2..,2.0
1237662273438351402,243.14677,29.365045,PGC 57486,.S..1..,1.0
1237662300821192718,204.005083,49.960833,PGC 47985,.S..3..,3.0
1237662300829384713,228.7715,42.209417,PGC 54431,.S..3*/,3.0
1237662300829384885,228.763542,42.049861,PGC 54428,.SXT5..,5.0
1237662300830564412,231.672792,40.564528,PGC 55104,.SX.4..,4.0
1237662300834758789,241.235167,34.596,PGC 57008,,-99.0
1237662300838428742,248.448417,28.984778,PGC 58501,.S..6?.,6.0
1237662300841967793,254.536083,22.985083,PGC 59340,.SBR4..,4.0
1237662301354917944,193.01475,51.680028,PGC 43634,.S?....,-99.0
1237662301360554094,212.563486,48.546073,PGC 50588,.E.....,-5.0
1237662301367238728,231.626292,41.289528,PGC 55097,.S..7..,7.0
1237662301367828526,232.878292,40.430028,PGC 55305,.S..3..,3.0
1237662301368287272,233.967233,39.768958,PGC 55552,.E.....,-5.0
1237662301377134706,252.011083,26.2135,PGC 59007,.S?....,-99.0
1237662301378969689,255.06075,23.106333,PGC 59408,.I..9?.,10.0
1237662301379035160,255.209708,23.011,PGC 59426,.L.....,-2.0
1237662301891657877,192.631583,52.122917,PGC 43452,.S..6*.,6.0
1237662301894082719,201.508,51.302,PGC 47000,.S..6*.,6.0
1237662301897293973,212.340708,49.037556,PGC 50509,.S?....,-99.0
1237662301901422604,224.65,44.883611,PGC 53508,.S..2..,2.0
1237662301901619256,225.288667,44.698167,PGC 53641,.S?....,-99.0
1237662301903061116,229.164875,42.953861,PGC 54503,.S..6*.,6.0
1237662301903192107,229.526436,42.743526,PGC 54618,.L...$P,-2.0
1237662301903978605,231.5330875,41.6760611,PGC 55080,.SXT3P.,3.0
1237662301903978606,231.5256708,41.6706667,PGC 55076,.S..2*P,2.0
1237662301903978843,231.630708,41.725194,PGC 55095,.IB.9..,10.0
1237662301907452165,239.580417,36.886111,PGC 56529,.S..6*.,6.0
1237662301907714241,240.258083,36.591056,PGC 56679,.S?....,-99.0
1237662301913546821,251.637042,27.318244,PGC 58954,,-99.0
1237662302430691420,200.711081,51.738231,PGC 46734,,-99.0
1237662302431674379,204.030542,51.235806,PGC 47997,.L.....,-2.0
1237662302431871120,204.845833,51.051056,PGC 48286,.SB.3?.,3.0
1237662302441570445,233.639,41.132194,PGC 55476,.S..7..,7.0
1237662302449303867,249.839667,29.369778,PGC 58700,.S..4..,4.0
1237662302450745405,252.498667,27.07475,PGC 59084,.S..2..,2.0
1237662302453039177,256.367083,23.153194,PGC 59582,.S..3..,3.0
1237662302969593970,207.946708,50.978333,PGC 49215,.S..7..,7.0
1237662302978113831,233.13625,41.980444,PGC 55355,.S..6*.,6.0
1237662302978769031,234.6685,41.005194,PGC 55668,.SBR8..,8.0
1237662302981324864,240.668958,37.3595,PGC 56812,.S..5..,5.0
1237662302981783955,241.623875,36.681806,PGC 57156,.S..3..,3.0
1237662302989451426,255.993722,24.177569,PGC 59535,.L.....,-2.0
1237662303502794872,194.91575,53.341167,PGC 44641,.IB.9*.,10.0
1237662303503908935,199.124334,52.933627,PGC 46206,.L...*.,-2.0
1237662303507841158,212.862417,50.209056,PGC 50664,.S..8..,8.0
1237662303509676064,218.7185296,48.6619156,PGC 52114,.SBS0$.,0.0
1237662303509676065,218.687417,48.67025,PGC 52107,.SBS3..,3.0
1237662303509741609,219.046625,48.585056,PGC 52194,.SBT7..,7.0
1237662303510855714,222.393458,47.376167,PGC 52942,.SB.2*.,2.0
1237662303514394754,232.05325,42.929917,PGC 55178,.S?....,-99.0
1237662303514460177,232.05325,42.929917,PGC 55178,.S?....,-99.0
1237662303514525759,232.437381,42.918635,PGC 55243,.SBT2..,2.0
1237662303514591245,232.433658,42.778093,PGC 55242,.L...?.,-2.0
1237662303514656781,232.652458,42.717139,PGC 55274,.SB.4..,4.0
1237662303518851247,242.242917,36.610889,PGC 57284,.SB.6?.,6.0
1237662303519834150,244.356792,35.135722,PGC 57734,.S?....,-99.0
1237662303519834327,244.50232,35.110248,PGC 57762,.S?....,-99.0
1237662303519899658,244.418917,35.004194,PGC 57748,.S?....,-99.0
1237662303521210511,247.093217,32.849311,PGC 58238,.L.....,-2.0
1237662303521210513,247.116229,32.846327,PGC 58250,.LB?...,-99.0
1237662303524683948,253.542667,27.173083,PGC 59223,.S?....,-99.0
1237662303526060449,255.837083,24.936056,PGC 59514,.S..0..,0.0
1237662305114128517,210.065375,38.503028,PGC 49841,.S..0..,0.0
1237662305116160069,215.619649,37.122145,PGC 51355,.L.....,-2.0
1237662305116881014,217.505583,36.360917,PGC 51807,.S?....,-99.0
1237662305117143073,218.1659567,36.3022033,PGC 51965,.S?....,-99.0
1237662305118060723,220.5310975,35.4397006,PGC 52510,,-99.0
1237662305118650412,222.1115,34.998056,PGC 52877,.S..3..,3.0
1237662305121009808,227.922083,32.643056,PGC 54238,.S..9*.,9.0
1237662305122910284,232.41896,30.485856,PGC 55237,.S?....,-99.0
1237662305123893463,234.681,29.41425,PGC 55680,,-99.0
1237662305123893534,234.709583,29.423917,PGC 55676,,-99.0
1237662305125859644,238.978625,26.9665,PGC 56410,.S..6*.,6.0
1237662305129660763,246.833208,22.072056,PGC 58177,,-99.0
1237662305130643914,248.730708,20.578806,PGC 58538,.S..7..,7.0
1237662305650016277,207.268958,39.497667,PGC 49024,.S?....,-99.0
1237662305650999364,210.083833,38.915417,PGC 49847,.SXT4..,3.5
1237662305652047876,212.972451,38.194046,PGC 50693,.S..0..,0.0
1237662305653686471,217.493208,36.873222,PGC 51803,.SB.8..,8.0
1237662305654210620,218.959,36.543222,PGC 52179,.L.....,-2.0
1237662305660502132,234.299875,30.077056,PGC 55621,.S..9*.,9.0
1237662305661681723,236.9415,28.641694,PGC 56056,.S..5..,5.0
1237662306186821641,207.2336792,39.9851111,PGC 49011,.S..0..,0.0
1237662306186887193,207.43475,39.984778,PGC 49069,.S..3$.,3.0
1237662306187346080,208.908958,39.71625,PGC 49519,.S..8*.,8.0
1237662306189770849,215.694542,37.99525,PGC 51368,.S..3..,3.0
1237662306191016061,218.891021,36.818528,PGC 52160,.L.....,-2.0
1237662306192457864,222.735394,35.571565,PGC 53014,.P.....,99.0
1237662306192523301,222.810042,35.542278,PGC 53039,.P.....,99.0
1237662306197045305,233.817659,30.864415,PGC 55515,.S?....,-99.0
1237662306197045375,233.823875,30.803278,PGC 55517,.S..3..,3.0
1237662306197176380,234.081,30.682306,PGC 55576,.S?....,-99.0
1237662306198749318,237.642042,28.638472,PGC 56174,,-99.0
1237662306198749376,237.577317,28.811838,PGC 56164,,-99.0
1237662306200191026,240.751125,27.010278,PGC 56839,.S..6*.,6.0
1237662306722840635,204.974241,40.739088,PGC 48332,.I..9..,10.0
1237662306722971857,205.426,40.874472,PGC 48478,.SX.7..,7.0
1237662306723496028,206.953458,40.487611,PGC 48925,.S..7..,7.0
1237662306723823671,207.855714,40.213202,PGC 49191,.S?....,-99.0
1237662306724020232,208.3612208,40.2830306,PGC 49356,.L..../,-2.0
1237662306724151341,208.783125,40.167611,PGC 49480,.SB.3..,3.0
1237662306730967276,227.020417,34.387167,PGC 54033,.S?....,-99.0
1237662306733916433,234.095875,31.123083,PGC 55581,.SB?...,-99.0
1237662306740273351,247.5555,23.069722,PGC 58371,,-99.0
1237662306740469768,247.839917,22.697118,PGC 58424,.SBR3*.,3.0
1237662306741452976,249.878375,21.316917,PGC 58707,.S?....,-99.0
1237662307261022280,208.916417,40.46175,PGC 49514,.SXT4..,4.0
1237662307261350010,209.948792,40.382361,PGC 49817,.S..6*.,6.0
1237662307262398520,212.911333,39.641889,PGC 50677,.S..1*.,1.0
1237662307796910145,206.286167,41.503361,PGC 48749,RSX.2*/,2.0
1237662307800842404,217.385284,38.669995,PGC 51777,.S..4..,4.0
1237662307807723645,234.760083,31.759917,PGC 55694,.S?....,-99.0
1237662307810213986,240.285667,28.715667,PGC 56678,,-99.0
1237662307810672949,241.20375,28.09545,PGC 56995,,-99.0
1237662307811852642,243.694596,26.558778,PGC 57598,.S?....,-99.0
1237662307815915544,251.860583,21.125694,PGC 58989,.I..9..,10.0
1237662330881900573,182.5355,39.052417,PGC 38706,.S..6*.,6.0
1237662330882097193,183.116542,39.110917,PGC 38908,.S?....,-99.0
1237662330883932252,188.50225,39.019167,PGC 41766,.S..8..,8.0
1237662331418837000,182.6357449,39.4057299,PGC 38739,PSXT2*.,2.0
1237662331418837087,182.7067162,39.4727276,PGC 38773,.SBT3..,3.0
1237662331418902599,182.821833,39.403528,PGC 38811,.SB.9..,9.0
1237662331420016649,186.150833,39.383,PGC 40396,RSAT1..,1.0
1237662331955446020,181.848333,39.812778,PGC 38481,.I..9*.,10.0
1237662331955642382,182.506333,39.883861,PGC 38693,.SXT7..,7.0
1237662333568352369,188.799027,41.060958,PGC 41902,.I..9*.,10.0
1237662335181848736,240.127625,30.377111,PGC 56640,.L?....,-99.0
1237662335184601240,245.762375,26.538222,PGC 57968,,-99.0
1237662335719309348,241.667417,30.099083,PGC 57173,.S..1..,1.0
1237662336256049304,241.788753,30.518193,PGC 57197,,-99.0
1237662336256770100,243.148375,29.484528,PGC 57482,.E.....,-5.0
1237662336260833481,251.017625,23.39775,PGC 58863,.S..3..,3.0
1237662336261816817,252.893125,21.889972,PGC 59132,.SB.4*.,4.0
1237662336793182240,242.429458,30.452611,PGC 57325,.L..+..,-1.0
1237662336793641291,243.545125,29.851694,PGC 57564,,-99.0
1237662336796000528,248.140833,26.380694,PGC 58473,,-99.0
1237662337325531411,232.738625,36.806556,PGC 55285,.S..2..,2.0
1237662337333985323,250.59855,25.086353,PGC 58813,.S..8*.,8.0
1237662337870200859,249.557167,26.281806,PGC 58665,.S..3..,3.0
1237662337870987563,251.101417,25.124972,PGC 58878,.S..4..,4.0
1237662337872101711,253.109542,23.332583,PGC 59161,.S..1..,1.0
1237662339472359663,231.827792,30.982583,PGC 55132,.S..6*.,6.0
1237662339473670318,234.709583,29.423917,PGC 55676,,-99.0
1237662339475898385,239.682039,26.818149,PGC 56547,.E?....,-99.0
1237662339479961933,248.073875,21.371667,PGC 58465,,-99.0
1237662340011589884,237.439926,28.547044,PGC 56140,,-99.0
1237662340012179633,238.702105,27.86033,PGC 56358,,-99.0
1237662340016963846,248.606167,21.540889,PGC 58523,PSBS1..,1.0
1237662340546691319,233.686833,31.053306,PGC 55493,.S..9..,9.0
1237662340546756709,233.817659,30.864415,PGC 55515,.S?....,-99.0
1237662340553310291,247.839917,22.697118,PGC 58424,.SBR3*.,3.0
1237662341084610860,236.38975,30.147417,PGC 55963,.S..3..,3.0
1237662341087625264,242.746417,26.349167,PGC 57398,.S?....,-99.0
1237662341092671682,252.873042,19.416611,PGC 59128,.S..0..,0.0
1237662341624365097,242.808816,26.923324,PGC 57408,.E.....,-5.0
1237662342158286882,236.688417,31.01125,PGC 56014,.SXR3..,3.0
1237662342161039563,242.629292,27.499694,PGC 57369,.S..2..,2.0
1237662342162415876,245.477667,25.625556,PGC 57929,,-99.0
1237662469394596031,219.548,46.63825,PGC 52307,.S..6*.,6.0
1237662469932908603,224.018208,45.405278,PGC 53387,.SXS5..,5.0
1237662472615231577,230.985458,38.122111,PGC 54983,.L.....,-2.0
1237662473159639493,247.525417,27.699306,PGC 58370,.I..9*.,10.0
1237662473161343028,250.59855,25.086353,PGC 58813,.S..8*.,8.0
1237662473694478434,243.907277,31.321218,PGC 57641,.SB.3*.,3.0
1237662473699197180,252.795083,23.947139,PGC 59118,.S..4..,4.0
1237662474230890547,243.35625,32.285806,PGC 57529,.S..6*.,6.0
1237662474231218434,243.978875,31.690778,PGC 57658,.S?....,-99.0
1237662474232266971,246.050792,30.16225,PGC 58031,.SXT3*.,3.0
1237662474763370601,233.973079,38.681067,PGC 55555,,-99.0
1237662474763436040,233.974333,38.675111,PGC 55554,.S?....,-99.0
1237662474765991987,239.790109,35.029865,PGC 56573,.SBR3..,3.0
1237662474768941348,245.882167,30.68725,PGC 57992,,-99.0
1237662475308826792,252.011083,26.2135,PGC 59007,.S?....,-99.0
1237662477984137404,219.548,46.63825,PGC 52307,.S..6*.,6.0
1237662498384969873,210.198625,48.443861,PGC 49889,.S..7..,7.0
1237662498385559830,212.115542,47.970278,PGC 50457,.I..9*.,10.0
1237662498391261224,228.392375,41.958806,PGC 54351,.SBR3..,3.0
1237662498394800168,236.935024,37.204923,PGC 56055,.E?....,-99.0
1237662498399125761,245.882167,30.68725,PGC 57992,,-99.0
1237662498922496061,212.555042,48.31775,PGC 50586,.SA.8..,8.0
1237662498928656601,230.309169,41.725786,PGC 54780,.SXS4..,4.0
1237662498929705217,232.832333,40.281139,PGC 55296,.S..6*.,6.0
1237662498930163793,233.967233,39.768958,PGC 55552,.E.....,-5.0
1237662498938618012,251.133792,26.682729,PGC 58887,,-99.0
1237662499458580891,210.220292,49.375444,PGC 49894,.I..9*.,10.0
1237662499458711600,210.708458,49.172694,PGC 50031,RSXR1..,1.0
1237662499461529872,219.548,46.63825,PGC 52307,.S..6*.,6.0
1237662499472212111,245.346498,32.348987,PGC 57901,,-99.0
1237662499475554415,251.68125,26.946944,PGC 58963,.SBR1..,1.0
1237662499999907856,224.018208,45.405278,PGC 53387,.SXS5..,5.0
1237662500001743084,228.984784,43.166636,PGC 54461,.S?....,-99.0
1237662500003315896,233.216458,41.191444,PGC 55377,.S..3..,3.0
1237662500012228849,251.482768,27.518197,PGC 58925,,-99.0
1237662500016488501,258.600917,20.313917,PGC 59900,.SBT4..,4.0
1237662500534157355,216.550792,48.564,PGC 51541,.S..3..,3.0
1237662500544118822,242.252625,35.793639,PGC 57287,.S..3..,3.0
1237662500552376486,257.354511,22.214108,PGC 59707,.S..3..,3.0
1237662501075025977,228.504375,44.590528,PGC 54377,.S..6*.,6.0
1237662501076533377,232.461042,42.628944,PGC 55247,.S..5..,5.0
1237662501081055264,242.736875,35.986306,PGC 57394,RSAR3*.,3.0
1237662501081776180,244.33375,34.901389,PGC 57728,.E...*.,-5.0
1237662501081776181,244.288799,34.878893,PGC 57716,.S?....,-99.0
1237662501083152400,247.093217,32.849311,PGC 58238,.L.....,-2.0
1237662501086822556,253.790019,26.662844,PGC 59257,.S?....,-99.0
1237662502684655861,241.677642,31.894328,PGC 57178,.SBS4*.,4.0
1237662502691013047,253.742583,22.148444,PGC 59250,.S..4..,4.0
1237662503218839644,236.245317,36.109682,PGC 55943,.E.....,-5.0
1237662503222378691,243.750266,31.07053,PGC 57608,.SB?...,-99.0
1237662503225458726,249.557167,26.281806,PGC 58665,.S..3..,3.0
1237662503226245399,251.101417,25.124972,PGC 58878,.S..4..,4.0
1237662503227097240,252.565383,23.579733,PGC 59086,.L.....,-2.0
1237662503227359582,253.109542,23.332583,PGC 59161,.S..1..,1.0
1237662503758856373,243.204458,31.993139,PGC 57499,.S..4..,4.0
1237662503759184120,243.98375,31.406552,PGC 57654,.S?....,-99.0
1237662503759380571,244.382507,31.194401,PGC 57736,.S?....,-99.0
1237662503763968285,252.795083,23.947139,PGC 59118,.S..4..,4.0
1237662503764296205,253.530583,23.412389,PGC 59222,.S..3..,3.0
1237662504293892158,239.790109,35.029865,PGC 56573,.SBR3..,3.0
1237662504295530810,243.239958,32.512444,PGC 57508,.SAS5..,5.0
1237662504295923869,243.935917,31.963944,PGC 57648,.S?....,-99.0
1237662504296120502,244.388625,31.577556,PGC 57739,.SBS8..,8.0
1237662504296382549,244.9323083,31.2813361,PGC 57835,,-99.0
1237662504297365761,246.862345,29.788263,PGC 58187,,-99.0
1237662504301625359,254.536083,22.985083,PGC 59340,.SBR4..,4.0
1237662504829386890,236.935024,37.204923,PGC 56055,.E?....,-99.0
1237662504831287366,241.235167,34.596,PGC 57008,,-99.0
1237662504834891919,248.448417,28.984778,PGC 58501,.S..6?.,6.0
1237662504836399123,251.133792,26.682729,PGC 58887,,-99.0
1237662504838562027,255.06075,23.106333,PGC 59408,.I..9?.,10.0
1237662504838627435,255.209708,23.011,PGC 59426,.L.....,-2.0
1237662505373335569,251.68125,26.946944,PGC 58963,.SBR1..,1.0
1237662505377333345,258.600917,20.313917,PGC 59900,.SBT4..,4.0
1237662511272624153,242.808816,26.923324,PGC 57408,.E.....,-5.0
1237662511807332381,238.547916,30.155862,PGC 56327,,-99.0
1237662511809298615,242.629292,27.499694,PGC 57369,.S..2..,2.0
1237662511810674870,245.477667,25.625556,PGC 57929,,-99.0
1237662512344465577,239.366254,30.059832,PGC 56479,.SAT4..,4.0
1237662512345907476,242.406333,28.051889,PGC 57322,,-99.0
1237662512884220106,245.762375,26.538222,PGC 57968,,-99.0
1237662512887038035,251.206272,22.521275,PGC 58896,.LA.+..,-1.0
1237662513419911209,243.509547,28.496873,PGC 57559,,-99.0
1237662513420107988,243.903958,28.158349,PGC 57639,.S?....,-99.0
1237662513955799064,241.667417,30.099083,PGC 57173,.S..1..,1.0
1237662513956257910,242.654042,29.513222,PGC 57377,.S..3..,3.0
1237662513956323555,242.860208,29.353,PGC 57424,.S..2..,2.0
1237662513956454422,243.14677,29.365045,PGC 57486,.S..1..,1.0
1237662524155101246,184.563917,13.749139,PGC 39513,.L?....,-99.0
1237662524155166760,184.809088,13.882319,PGC 39641,,-99.0
1237662524155363470,185.167833,13.889556,PGC 39845,,-99.0
1237662524155625682,185.780875,13.744444,PGC 40186,.I?....,-99.0
1237662524156149791,187.052208,13.899222,PGC 40979,.LB?...,-99.0
1237662524156149897,187.028292,13.91175,PGC 40962,.S..6*.,6.0
1237662524156936423,188.965974,13.859154,PGC 41994,.S?....,-99.0
1237662524157394977,189.99365,13.78142,PGC 42406,.I?....,-99.0
1237662524157526119,190.356042,13.729528,PGC 42564,.S?....,-99.0
1237662524157591572,190.475958,13.772889,PGC 42608,.S..7..,7.0
1237662524157984825,191.335098,13.692507,PGC 42991,.E?....,-99.0
1237662524158181433,191.939833,13.762806,PGC 43186,.SAT4..,4.0
1237662524159557759,195.104042,13.670333,PGC 44753,.S?....,-99.0
1237662524691775727,184.1765,14.277806,PGC 39342,.S?....,-99.0
1237662524693217457,187.616,14.160194,PGC 41320,.S?....,-99.0
1237662524693479567,188.184167,14.196194,PGC 41614,.LX..*.,-2.0
1237662524693938201,189.234875,14.217361,PGC 42100,.SAR7..,6.5
1237662524693938297,189.247292,14.330361,PGC 42102,,-99.0
1237662524694462695,190.5605,14.2044,PGC 42654,.I?....,-99.0
1237662524698919070,200.96875,13.73361,PGC 46816,.S..4..,4.0
1237662525229170740,185.3865,14.606167,PGC 39950,.SAT5..,5.0
1237662525229170742,185.427,14.598306,PGC 39974,.S..5*/,5.0
1237662525229563919,186.301133,14.762169,PGC 40477,.LA.-..,-3.0
1237662525229760721,186.7465,14.782361,PGC 40779,.I?....,-99.0
1237662525230415885,188.281417,14.574944,PGC 41661,.SBT2$.,2.0
1237662525233037420,194.572042,14.557056,PGC 44432,.SB.6?.,6.0
1237662525233627139,195.838417,14.3775,PGC 45093,PSXS3..,3.0
1237662525235855390,201.120417,14.092583,PGC 46868,RLBR+*.,-1.0
1237662525236641981,203.058208,13.892333,PGC 47612,.SXR3..,3.0
1237662525236969522,203.732917,13.8325,PGC 47869,.S..3*.,3.0
1237662525237624924,205.353625,13.856222,PGC 48453,.S..6*.,6.0
1237662525239001122,208.519322,13.59371,PGC 49401,.S?....,-99.0
1237662525239197738,209.014192,13.505767,PGC 49540,.S..1..,1.0
1237662525766041983,185.36651,15.02438,PGC 39942,.I?....,-99.0
1237662525766631437,186.735167,15.047417,PGC 40772,.SBS1./,1.0
1237662525766762620,187.18025,14.9995,PGC 41061,.SA.3*.,2.5
1237662525766828100,187.18025,14.9995,PGC 41061,.SA.3*.,2.5
1237662525767155717,187.978167,15.123944,PGC 41504,.SB.6?.,6.0
1237662525767352355,188.45,15.168056,PGC 41746,.SXS9..,8.5
1237662525768925270,192.230667,14.907889,PGC 43303,.S..1$.,1.0
1237662525769908373,194.537583,14.858944,PGC 44414,.IXS9*.,10.0
1237662525772267555,200.116125,14.533778,PGC 46548,.S..3..,3.0
1237662526302978164,185.630667,15.537917,PGC 40095,.SAT2*/,1.5
1237662526303305750,186.311417,15.607472,PGC 40484,.L..-P*,-2.5
1237662526303502346,186.760583,15.461472,PGC 40785,.SBS0..,0.0
1237662526304288824,188.73299,15.565625,PGC 41882,.SXR3..,3.0
1237662526304288827,188.711917,15.551472,PGC 41876,.SXT6..,6.0
1237662526311104530,204.722833,14.744083,PGC 48251,.S..4..,4.0
1237662526311956498,206.705981,14.400248,PGC 48846,,-99.0
1237662526839390320,184.519792,15.965528,PGC 39487,.S?....,-99.0
1237662526839914530,185.757208,15.905583,PGC 40171,.LBR0*.,-2.0
1237662526839980153,185.83797,15.86792,PGC 40214,.L?....,-99.0
1237662526840373268,186.796583,15.896667,PGC 40811,.I..9..,10.0
1237662526840897747,188.095083,16.018833,PGC 41567,.S?....,-99.0
1237662526843060286,193.183542,15.848528,PGC 43707,.I..9*.,10.0
1237662528453673074,209.671833,12.594472,PGC 49752,.S..6*.,6.0
1237662528455180435,213.158,12.020167,PGC 50752,.S..6*.,6.0
1237662528456818734,216.956958,11.560417,PGC 51650,.SB.3..,3.0
1237662528458522670,220.914208,11.139306,PGC 52602,.S..6*.,6.0
1237662528460488797,225.411667,10.420389,PGC 53662,,-99.0
1237662528462913591,230.896901,9.346078,PGC 54958,.E?....,-99.0
1237662528463175918,231.523167,9.204028,PGC 55078,.S..6*.,6.0
1237662528986808444,200.96875,13.73361,PGC 46816,.S..4..,4.0
1237662528990674970,210.082583,12.957,PGC 49839,.L?....,-99.0
1237662528990675120,210.105375,12.957583,PGC 49846,.S..6?.,6.0
1237662528991199265,211.223542,12.721528,PGC 50210,.SB?...,-99.0
1237662528991330517,211.6345,12.711972,PGC 50318,.S..7..,7.0
1237662528992116927,213.424583,12.504194,PGC 50815,.S?....,-99.0
1237662528993951761,217.606583,11.928,PGC 51834,.L.....,-2.0
1237662528993951919,217.650455,11.876591,PGC 51843,.S..1..,1.0
1237662528995917987,222.152583,11.325389,PGC 52883,.E...?.,-5.0
1237662528997490906,225.842167,10.656,PGC 53733,.SB?...,-99.0
1237662528998342718,227.803792,10.463056,PGC 54194,.S?....,-99.0
1237662528998342719,227.804667,10.451361,PGC 54195,.S..6*.,6.0
1237662529523679332,201.120417,14.092583,PGC 46868,RLBR+*.,-1.0
1237662529524531258,203.058208,13.892333,PGC 47612,.SXR3..,3.0
1237662529524858950,203.732917,13.8325,PGC 47869,.S..3*.,3.0
1237662529525514343,205.353625,13.856222,PGC 48453,.S..6*.,6.0
1237662529526890512,208.519322,13.59371,PGC 49401,.S?....,-99.0
1237662529527087129,209.014192,13.505767,PGC 49540,.S..1..,1.0
1237662529528070149,211.250791,13.131837,PGC 50215,.L.....,-2.0
1237662529528922231,213.298375,13.003667,PGC 50780,.S?....,-99.0
1237662529529511944,214.6165,12.883028,PGC 51108,.S?....,-99.0
1237662529532002656,220.513875,12.069861,PGC 52504,.S..6*.,6.0
1237662529535737945,229.045167,10.509694,PGC 54488,.SB.8*.,8.0
1237662530060156934,200.116125,14.533778,PGC 46548,.S..3..,3.0
1237662530065727504,213.133292,13.304472,PGC 50745,.SB.1..,1.0
1237662530067365895,216.954164,12.934021,PGC 51649,,-99.0
1237662530070380591,223.980305,11.861473,PGC 53379,.L.....,-2.0
1237662530070380596,223.985333,11.874806,PGC 53382,.L?....,-99.0
1237662530072805510,229.494625,10.895778,PGC 54612,.S..2..,2.0
1237662530598928444,204.722833,14.744083,PGC 48251,.S..4..,4.0
1237662530599780421,206.705981,14.400248,PGC 48846,,-99.0
1237662530606203025,221.669625,12.605083,PGC 52766,.S..3*.,3.0
1237662530611970315,234.912302,10.219868,PGC 55730,.SB.3..,3.0
1237662531138355207,210.642542,14.552556,PGC 50010,.S..0..,0.0
1237662531138355209,210.647583,14.535056,PGC 50014,.S?....,-99.0
1237662531138551867,211.190458,14.382056,PGC 50192,.L.....,-2.0
1237662531139010693,212.259583,14.316944,PGC 50495,.S?....,-99.0
1237662531139665956,213.716792,14.125861,PGC 50897,.S..1..,1.0
1237662531140452362,215.544708,13.917972,PGC 51332,.S..0..,0.0
1237662531140780140,216.3055,13.745806,PGC 51498,.S..4..,4.0
1237662531141107802,217.076792,13.780222,PGC 51685,.S..8..,8.0
1237662531143008475,221.589042,13.020972,PGC 52742,.S?....,-99.0
1237662531148185658,233.465542,11.010722,PGC 55446,.SBR1..,1.0
1237662532744446096,225.411667,10.420389,PGC 53662,,-99.0
1237662532746870877,230.896901,9.346078,PGC 54958,.E?....,-99.0
1237662532747133002,231.523167,9.204028,PGC 55078,.S..6*.,6.0
1237662533281513625,225.842167,10.656,PGC 53733,.SB?...,-99.0
1237662533282365458,227.803792,10.463056,PGC 54194,.S?....,-99.0
1237662533282365459,227.804667,10.451361,PGC 54195,.S..6*.,6.0
1237662533288656993,242.071958,7.5385,PGC 57261,.S..6*.,6.0
1237662533819760662,229.045167,10.509694,PGC 54488,.SB.8*.,8.0
1237662533825331369,241.804167,7.979,PGC 57205,.S..6*.,6.0
1237662533826707635,244.869167,7.27875,PGC 57827,.S..3..,3.0
1237662534356762815,229.494625,10.895778,PGC 54612,.S..2..,2.0
1237662534359515370,235.816708,9.723861,PGC 55865,.S?....,-99.0
1237662534360957178,239.107901,9.055224,PGC 56433,,-99.0
1237662534361546788,240.333273,8.835888,PGC 56697,.S..1..,1.0
1237662534895993024,234.912302,10.219868,PGC 55730,.SB.3..,3.0
1237662534899269645,242.336458,8.76325,PGC 57302,.SB.8..,8.0
1237662535432142933,233.465542,11.010722,PGC 55446,.SBR1..,1.0
1237662580532248691,236.688417,31.01125,PGC 56014,.SXR3..,3.0
1237662580533952555,240.285667,28.715667,PGC 56678,,-99.0
1237662580534411463,241.20375,28.09545,PGC 56995,,-99.0
1237662580535590986,243.694596,26.558778,PGC 57598,.S?....,-99.0
1237662581071675419,242.406333,28.051889,PGC 57322,,-99.0
1237662581608808575,243.195476,27.987398,PGC 57500,.E.....,-5.0
1237662582144106568,240.127625,30.377111,PGC 56640,.L?....,-99.0
1237662582147514495,247.264696,25.713398,PGC 58311,.E...*.,-5.0
1237662582674161739,224.214289,38.756443,PGC 53428,.L.....,-2.0
1237662582674948121,226.162208,38.011083,PGC 53812,.S..4..,4.0
1237662582678946025,235.947,33.305889,PGC 55881,.S..6*.,6.0
1237662619186561195,236.688417,31.01125,PGC 56014,.SXR3..,3.0
1237662619188265099,240.285667,28.715667,PGC 56678,,-99.0
1237662619188724086,241.20375,28.09545,PGC 56995,,-99.0
1237662619189903666,243.694596,26.558778,PGC 57598,.S?....,-99.0
1237662619725987952,242.406333,28.051889,PGC 57322,,-99.0
1237662620263121004,243.195476,27.987398,PGC 57500,.E.....,-5.0
1237662620798419053,240.127625,30.377111,PGC 56640,.L?....,-99.0
1237662620801827218,247.264696,25.713398,PGC 58311,.E...*.,-5.0
1237662621328474207,224.214289,38.756443,PGC 53428,.L.....,-2.0
1237662621329260607,226.162208,38.011083,PGC 53812,.S..4..,4.0
1237662621333258488,235.947,33.305889,PGC 55881,.S..6*.,6.0
1237662635826348052,211.745542,12.560778,PGC 50351,.SXS4..,4.0
1237662635829100642,218.223042,11.595056,PGC 51984,.S?....,-99.0
1237662635834146985,229.7775,9.798611,PGC 54674,.S..6?.,6.0
